TAZID,ALLEMP_Max,ALLEMP_Min,AVGINCOME_Max,AVGINCOME_Min,Enrol_Elem_Max,Enrol_Elem_Min,Enrol_High_Max,Enrol_High_Min,Enrol_Midl_Max,Enrol_Midl_Min,FM_AGRI_Max,FM_AGRI_Min,FM_CONS_Max,FM_CONS_Min,FM_MING_Max,FM_MING_Min,FOOD_Max,FOOD_Min,GVED_Max,GVED_Min,HBJ_Max,HBJ_Min,HHPOP_Max,HHPOP_Min,HHSIZE_Max,HHSIZE_Min,HLTH_Max,HLTH_Min,INDEMP_Max,INDEMP_Min,MANU_Max,MANU_Min,OFFI_Max,OFFI_Min,OTHEMP_Max,OTHEMP_Min,OTHR_Max,OTHR_Min,RETEMP_Max,RETEMP_Min,RETL_Max,RETL_Min,TOTEMP_Max,TOTEMP_Min,TOTEMP_Range,TOTHH_Max,TOTHH_Min,TOTHH_Range,WSLE_Max,WSLE_Min,CO_TAZID,CO_FIPS,CO_NAME
522,762.0878834,641.0265041,73142,73142,0,0,0,0,0,0,1.003695492,0,48.06305689,44.05177994,0,0,7,4,63,58,15.02113101,13.97472417,979.5259895,882.0086822,2.326665058,2.290931642,85,77,4,3,0,0,11,8,421,375,262,232,273,205,266,201,698,583,115,421,385,36,4,3,570369,57,WEBER
344,566.4186598,445.7305732,33182,33182,0,0,0,0,0,0,0,0,42.3975288,36.73057319,0,0,125,93,44,38,15.02113101,14,962.3475348,887.2379795,2.253741299,2.18531522,24,4,15,10,15,10,10,5,267,210,189,163,227,175,102,82,509,395,114,427,406,21,0,0,570191,57,WEBER
847,800.4707614,671.6749843,75541,75541,0,0,0,0,0,0,0,0,83.44826405,69.66879819,0,0,21,15,11,4,27.02249732,26.00618606,1627.63438,1540.953222,2.531313188,2.513789922,2,0,4,2,1,1,73,50,500,435,414,381,186,139,165,124,690,576,114,643,613,30,3,1,110266,11,DAVIS
1112,223.4670869,104.0431433,32294,32294,0,0,0,0,0,0,0,0,18.46392635,14.04483257,0,0,3,0,5,3,12.00316053,10.9983107,440.823923,395.1550494,2.655565801,2.66996655,33,28,16,10,3,0,8,3,88,55,42,21,89,14,86,14,193,79,114,166,148,18,13,10,350207,35,SALT LAKE
1247,2861.436354,2742.384662,69745,69745,0,0,0,0,0,0,0,0,149.4366609,146.3846616,0,0,52,48,241,231,1.999692854,0,53.71169772,0,2.557699891,0,1,0,1800,1738,92,85,59,54,602,568,301,283,308,290,256,242,2710,2596,114,21,0,21,1708,1653,350342,35,SALT LAKE
1316,890.599968,772.3736431,55950,55950,492,492,0,0,1202,1202,0,0,100.5762854,97.39882521,0,0,16,0,207,197,83.02368254,81.97481793,3481.730393,3400.011042,3.04081257,3.006198976,52,47,162,143,27,21,5,1,325,286,61,41,220,164,204,164,707,593,114,1145,1131,14,135,122,350411,35,SALT LAKE
2749,327.8690969,203.3872381,48069,48069,515,515,0,0,0,0,0,0,41.85709456,33.3771814,0,0,5,0,54,34,29.01200232,27.0100567,1379.133118,1266.381882,2.891264399,2.820449625,19,4,3,3,2,2,25,6,188,98,90,54,66,42,61,42,257,143,114,477,449,28,1,1,490533,49,UTAH
3036,1996.513852,1877.833276,75945,75945,0,0,0,0,0,0,0,0,93.5138523,88.83327592,0,0,0,0,58,39,0,0,0,0,0,0,40,37,1434,1397,1195,1165,201,175,417,355,118,104,52,37,52,37,1903,1789,114,0,0,0,239,232,490820,49,UTAH
1187,799.6133043,680.0887582,48701,48701,0,0,0,0,0,0,0,0,41.61244832,38.08875825,0,0,0,0,60,58,3.000855995,0,110.6154096,0,2.572451387,0,0,0,188,168,110,99,51,42,480,397,369,297,87,77,87,77,755,642,113,43,0,43,78,69,350282,35,SALT LAKE
1329,1202.195549,1085.300222,44002,44002,0,0,0,0,0,0,0,0,62.19554944,58.30022238,0,0,8,6,134,129,0,0,0,0,0,0,0,0,688,616,371,345,106,96,431,395,191,170,21,16,13,10,1140,1027,113,0,0,0,317,271,350424,35,SALT LAKE
1382,1223.464622,1104.277771,37849,37849,0,0,0,0,0,0,1.00625,1.004993758,107.4412517,102.2585334,0,0,121,107,31,28,60.01711991,59.01424401,2266.464551,2208.900381,2.717583394,2.703672438,26,22,29,22,11,7,3,1,664,613,604,562,362,307,241,200,1055,942,113,834,817,17,18,15,350477,35,SALT LAKE
2573,453.970807,323.0540275,77804,77804,0,0,0,0,0,0,1.006491499,1.000614628,49.9514016,35.03627284,0,0,8,5,88,84,26.01291391,23.01714002,1200.173495,1085.929884,2.864375882,2.85771022,41,23,9,4,2,1,66,37,313,234,118,90,55,26,47,21,377,264,113,419,380,39,7,3,490357,49,UTAH
2882,2114.563071,1994.092828,74306,74306,0,0,0,0,0,0,0,0,141.5111454,136.0518411,0,0,72,63,437,414,57.05192547,55.040987,2890.480435,2756.810197,3.08482437,3.032794496,76,69,257,237,250,234,246,224,1502,1426,743,719,157,140,85,77,1916,1803,113,937,909,28,7,3,490666,49,UTAH
575,581.8907848,448.0943402,81308,81308,0,0,0,0,0,0,5.018477458,4.029673591,57.85399379,38.05017967,0,0,51,36,34,30,13.01831354,12.01448692,850.545076,722.8091172,2.250119249,2.144834176,14,6,11,4,7,2,218,200,372,313,106,77,123,77,72,41,506,394,112,378,337,41,4,2,570422,57,WEBER
1243,2273.670374,2159.955433,79751,79751,0,0,0,0,0,0,0,0,142.6595315,140.9671024,0,0,137,123,423,404,38.01084261,37.98833026,1288.544022,1261.499032,2.454369566,2.425959677,38,32,8,4,3,1,85,79,1708,1628,1162,1113,377,349,240,226,2093,1981,112,525,520,5,5,3,350338,35,SALT LAKE
1529,217.8516821,102.3004023,53280,53280,0,0,0,0,0,0,0,0,31.84198077,28.31084362,0,0,7,0,4,0,34.00970128,33.98955866,1100.171087,1074.575478,2.335819717,2.291205711,10,5,6,0,6,0,5,3,76,17,57,9,70,23,63,23,152,40,112,471,469,2,0,0,350624,35,SALT LAKE
2382,187.1810938,13.08417527,81720,81720,0,0,0,0,0,0,2.012982998,1.000922226,57.1621513,6.077787205,0,0,0,0,10,0,16.00595952,6.005465839,770.6478515,288.2959931,3.01034317,2.772076857,1,0,0,0,0,0,3,0,112,0,98,0,0,0,0,0,112,0,112,256,104,152,0,0,490166,49,UTAH
2783,1257.536726,1128.022181,72724,72724,1171,1171,0,0,0,0,0,0,82.52877948,66.01597336,0,0,42,35,158,147,16.00794702,15.0062081,770.4143717,713.3516456,2.918236256,2.947734073,45,35,28,22,26,22,49,17,1082,987,830,788,49,38,7,3,1159,1047,112,264,242,22,2,0,490567,49,UTAH
2884,222.7397968,102.1763442,63047,63047,0,0,0,0,0,0,0,0,30.71702252,24.15920414,0,0,7,0,13,2,25.02277433,23.01714002,1168.854573,1051.572147,2.816517043,2.738469133,2,0,28,17,0,0,10,2,114,30,89,26,25,8,18,8,167,55,112,415,384,31,28,17,490668,49,UTAH
694,384.9849765,231.9650972,43124,43124,516,516,0,0,0,0,2.993367723,0.995588235,86.98328135,48.99304119,0,0,46,21,55,48,35.00832739,32.97646779,1985.923767,1855.924302,2.404266061,2.382444547,8,1,39,31,24,18,6,1,97,70,28,20,124,48,78,27,260,149,111,826,779,47,15,13,110113,11,DAVIS
1661,2573.974882,2455.250054,51537,51537,437,437,0,0,0,0,0,0,174.9842499,169.2332195,0,0,126,116,117,105,60.99063206,59.01683457,1984.544053,1934.661136,2.373856523,2.373817345,250,223,43,36,7,6,1627,1585,2151,2064,157,151,144,127,18,11,2338,2227,111,836,815,21,36,30,350756,35,SALT LAKE
2598,1725.834942,1611.0154,87096,87096,0,0,0,0,0,0,0,0,80.83456982,78.0154003,0,0,2,1,103,89,1.00037247,0,26.72101641,0,2.969001823,0,1,0,499,482,0,0,7,3,495,431,384,339,650,620,648,619,1644,1533,111,9,0,9,499,482,490382,49,UTAH
2835,2169.714604,2052.435026,76529,76529,0,0,0,0,0,0,0,0,102.7146038,96.43502636,0,0,3,2,405,395,0,0,0,0,0,0,88,78,424,404,189,177,296,262,1639,1550,850,815,4,2,1,0,2067,1956,111,0,0,0,235,227,490619,49,UTAH
2848,6507.564469,6384.456181,50017,50017,0,0,606,606,0,0,0,0,320.5526268,308.4556427,0,0,38,31,5844,5800,13.01184265,13.00053783,563.1164058,549.5583293,2.619146073,2.62946569,0,0,4,0,0,0,16,8,6131,6032,271,224,39,31,1,0,6174,6063,111,215,209,6,4,0,490632,49,UTAH
2936,1128.985657,1014.48262,35406,35406,0,0,0,0,0,0,0,0,81.94739657,79.46734838,0,0,85,68,46,40,42.03826087,41.01527128,1735.497543,1660.236421,2.511573869,2.489110076,36,27,417,407,417,407,51,42,482,401,349,292,106,86,21,18,1005,894,111,691,667,24,0,0,490720,49,UTAH
3085,291.2795736,57.86264659,58032,58032,0,0,0,0,0,0,2.012982998,1.003389831,137.2292407,28.84766832,0,0,0,0,24,0,41.0373499,28.01158844,1829.539125,1268.715261,2.742937218,2.752093842,0,0,1,0,0,0,44,0,108,0,40,0,2,0,2,0,111,0,111,667,461,206,1,0,490869,49,UTAH
3371,238.7409079,76.29041553,71171,71171,0,0,0,0,0,0,2.009876543,1.000922226,74.71563399,27.2883349,0,0,0,0,26,1,31.01539735,28.00115841,1497.469913,1352.134534,2.930469498,2.945826871,19,0,1,0,0,0,6,0,65,6,14,5,65,14,65,14,131,20,111,511,459,52,1,0,491155,49,UTAH
866,736.5923076,593.3839186,86612,86612,582,582,0,0,0,0,0,0,91.5738618,61.37725669,0,0,10,0,66,47,31.01844579,28.00666191,1914.308703,1785.04315,2.673615507,2.684275413,2,1,246,227,34,27,18,6,339,274,253,220,29,3,19,3,614,504,110,716,665,51,212,200,110285,11,DAVIS
868,820.6037989,697.5113959,91485,91485,0,0,0,0,0,0,4.988946205,3.982352941,88.59164667,77.55614068,0,0,1,0,150,142,39.023206,37.97290231,2512.001168,2466.437264,2.76652111,2.771277825,2,1,92,74,18,13,9,5,455,406,294,258,141,98,140,98,688,578,110,908,890,18,74,61,110287,11,DAVIS
1523,525.7198468,412.5352888,41199,41199,0,0,0,0,0,0,0,0,49.70986018,46.54603722,0,0,35,28,6,3,35.00998661,34.98925156,1062.002695,1005.703413,2.189696279,2.095215444,67,30,6,3,1,0,98,74,381,285,210,178,54,43,19,15,441,331,110,485,480,5,5,3,350618,35,SALT LAKE
1641,1075.135353,961.3497208,83071,83071,0,0,0,0,0,0,0,0,55.13535317,51.34972077,0,0,63,60,183,171,0,0,0,0,0,0,3,0,55,43,48,39,69,38,880,790,625,581,85,77,22,17,1020,910,110,0,0,0,7,4,350736,35,SALT LAKE
1798,1749.783376,1638.730109,60946,60946,0,0,0,0,0,0,0,0,89.7833764,88.73010891,0,0,142,128,69,59,0,0,0,0,0,0,24,18,18,7,16,7,113,90,685,628,479,461,957,915,815,787,1660,1550,110,0,0,0,2,0,350893,35,SALT LAKE
2862,686.1615494,554.6457553,59238,59238,705,705,1244,1244,0,0,0,0,62.16055652,43.6301057,0,0,0,0,129,110,24.00099293,21.01564958,1000.891479,891.256595,2.58628289,2.613655704,117,99,14,7,4,2,65,53,572,473,261,211,14,10,14,10,600,490,110,387,341,46,10,5,490646,49,UTAH
1321,423.1731412,308.7506299,76219,76219,0,0,0,0,0,0,0,0,22.17314119,16.75062993,0,0,0,0,20,10,0,0,0,0,0,0,0,0,311,248,22,4,4,0,65,30,41,20,25,14,25,14,401,292,109,0,0,0,289,244,350416,35,SALT LAKE
1483,1122.364853,1007.632399,73990,73990,0,0,0,0,0,0,0,0,62.36314096,57.63393413,0,0,91,78,54,51,6.001711991,4.998464508,143.8020911,121.7121768,1.867559625,1.6904469,251,237,209,195,187,178,30,24,679,611,344,299,166,139,75,61,1054,945,109,77,72,5,22,17,350578,35,SALT LAKE
2570,922.1460004,803.1255632,76187,76187,0,0,1617,1617,0,0,0,0,53.14053453,43.12531497,0,0,89,82,110,104,6.005465839,6.000248231,284.8489604,265.0880316,2.820286737,2.761333662,19,8,79,72,53,50,39,27,560,487,392,348,224,195,135,113,863,754,109,101,96,5,26,22,490354,49,UTAH
2889,259.3606052,144.3419123,43625,43625,0,0,0,0,0,0,0,0,52.31961819,47.31509113,0,0,28,9,1,0,55.040987,54.02682119,2469.404851,2393.017399,2.7529597,2.691808098,9,3,2,2,2,2,18,4,89,32,61,25,61,9,33,0,152,43,109,897,889,8,0,0,490673,49,UTAH
1214,3179.147328,3068.803183,69745,69745,0,0,0,0,0,0,0,0,165.1473278,162.8031829,0,0,9,5,368,358,0,0,0,0,0,0,1,0,2073,2016,1178,1155,148,137,785,748,268,253,156,142,147,137,3014,2906,108,0,0,0,895,861,350309,35,SALT LAKE
1439,2034.361462,1923.7125,35942,35942,0,0,0,0,0,0,0,0,105.3614622,102.7125005,0,0,0,0,58,52,0,0,0,0,0,0,0,0,1081,1021,643,608,279,270,794,754,457,432,54,46,54,46,1929,1821,108,0,0,0,438,413,350534,35,SALT LAKE
2717,524.4074335,374.5003951,58545,58545,0,0,0,0,0,0,0,0,83.39377566,42.48847609,0,0,10,1,14,5,33.01365781,32.01191905,1220.549088,1152.02948,2.281400165,2.211189022,60,42,16,12,0,0,60,28,312,232,178,157,80,56,70,55,408,300,108,535,521,14,16,12,490501,49,UTAH
2824,759.4494537,648.7559537,69546,69546,571,571,0,0,0,0,0,0,56.42212455,53.75471259,0,0,35,27,80,65,30.02732919,30.00124116,1570.052566,1533.609484,3.146397927,3.123440904,67,46,27,20,26,20,42,30,496,418,307,277,150,127,115,100,673,565,108,499,491,8,1,0,490608,49,UTAH
3040,549.7242068,404.9706218,62782,62782,0,0,0,0,0,0,0,0,82.71042542,46.95572241,0,0,29,26,26,18,37.0137814,36.01489943,1702.570461,1661.128312,2.818825267,2.815471715,111,96,10,5,9,5,21,15,312,242,154,113,108,75,79,49,430,322,108,604,590,14,1,0,490824,49,UTAH
3158,251.418797,86.83285056,51304,51304,0,0,0,0,0,0,1.006491499,0,91.41019556,39.80950619,0,0,2,0,8,0,51.00210997,47.02334437,2367.75573,2115.533964,2.808725659,2.743883221,2,0,2,0,2,0,47,0,61,0,4,0,45,0,43,0,108,0,108,843,771,72,0,0,490942,49,UTAH
301,117.5820113,4.055538379,77602,77602,0,0,0,0,0,0,3.022255193,2.002949853,5.558951937,1.052588527,0,0,1,0,16,0,2.000804182,1,141.536151,67.6791185,2.621039834,2.603043019,1,0,53,0,9,0,1,0,53,0,35,0,1,0,0,0,107,0,107,54,26,28,44,0,570148,57,WEBER
934,159.0554623,44.60520608,102017,102017,0,0,0,0,0,0,1.00625,0,24.04150835,20.59941191,0,0,1,0,10,0,27.00770396,24.00579418,1023.526295,925.3997491,2.729403452,2.75416592,0,0,6,0,0,0,1,0,54,0,43,0,47,0,46,0,107,0,107,375,336,39,6,0,350029,35,SALT LAKE
1363,1891.237794,1780.072393,33328,33328,0,0,0,0,0,0,0,0,137.2206741,134.0905115,0,0,5,1,173,170,60.01711991,58.9818812,2337.938696,2279.218679,2.837304243,2.810380615,611,598,8,6,1,1,57,38,1466,1389,625,583,220,192,215,191,1694,1587,107,824,811,13,7,5,350458,35,SALT LAKE
2443,315.7342199,95.17895288,91516,91516,0,0,0,0,0,0,0,0,131.7163346,24.17224841,0,0,1,0,16,8,24.01788524,18.00670447,1259.999669,869.101663,3.165828315,3.017714108,2,0,1,0,0,0,32,5,146,53,96,40,13,0,12,0,160,53,107,398,288,110,1,0,490227,49,UTAH
2798,514.0411054,401.9642293,76529,76529,1104,1104,0,0,0,0,0,0,30.03439844,25.96389833,0,0,0,0,118,99,9.006706964,8.000330975,470.0861045,395.4682904,3.197864656,3.018841912,128,108,46,39,45,39,11,3,399,316,142,106,30,13,30,13,475,368,107,147,131,16,1,0,490582,49,UTAH
966,205.874142,66.15226953,30068,30068,0,0,0,0,0,0,0,0,47.86955492,16.1574902,0,0,41,5,3,1,19.00458706,16.99477933,684.8569343,607.7155892,2.6752224,2.653779866,12,7,2,1,0,0,12,10,63,18,36,0,74,14,33,9,139,33,106,256,229,27,2,1,350061,35,SALT LAKE
1368,185.5679148,73.98283506,47226,47226,0,0,0,0,0,0,0,0,28.55975006,23.99204801,0,0,2,0,1,0,31.0081647,29.99078705,1156.047415,1097.037946,2.69474922,2.656266212,0,0,1,0,0,0,6,2,46,8,39,6,79,12,77,12,126,20,106,429,413,16,1,0,350463,35,SALT LAKE
1440,1797.575148,1689.662625,35942,35942,0,0,0,0,0,0,0,0,92.57514805,90.66262528,0,0,1,1,169,157,0,0,0,0,0,0,0,0,1020,972,556,545,33,27,516,476,314,292,169,151,168,150,1705,1599,106,0,0,0,464,427,350535,35,SALT LAKE
1642,284.1125327,173.8424417,83071,83071,0,0,0,0,0,0,0,0,14.11253274,9.842441726,0,0,2,0,19,16,0,0,6.455086226,6.451017583,1.291017245,1.290203517,2,0,118,83,17,14,28,14,138,80,89,50,14,1,12,1,270,164,106,5,5,0,101,69,350737,35,SALT LAKE
1789,1461.367296,1348.858934,60946,60946,0,0,0,0,0,0,0,0,169.350967,164.8773595,0,0,152,139,66,60,62.0163294,59.9815741,1869.328088,1784.716219,2.16859407,2.163292387,135,128,14,4,3,1,71,51,986,914,714,675,230,206,78,67,1230,1124,106,862,825,37,11,3,350884,35,SALT LAKE
2737,849.2721339,737.2454096,51088,51088,0,0,0,0,0,0,0,0,69.24083477,64.22504535,0,0,5,3,11,6,42.03129916,41.02036424,1875.991026,1843.115099,2.730700183,2.718458848,401,357,4,1,2,1,54,34,720,626,254,229,14,5,9,2,738,632,106,687,678,9,2,0,490521,49,UTAH
3483,168.8182297,56.78735042,74530,74530,0,0,0,0,0,0,41.20246914,40.19753086,12.60756183,7.589447205,0,0,2,0,24,0,9.008198758,9.000372347,488.6301955,477.1353158,3.193661408,3.13904813,1,0,3,0,0,0,1,0,90,0,64,0,13,0,11,0,106,0,106,153,152,1,3,0,491267,49,UTAH
641,233.8977384,77.52890389,107637,107637,0,0,0,0,0,0,3.006661732,0,62.88774576,17.53021201,0,0,2,0,17,0,14.00333095,10.99869188,873.1048785,694.514264,2.737005889,2.81179864,5,4,21,10,1,0,3,1,98,36,73,31,35,3,33,3,154,49,105,319,247,72,20,10,110060,11,DAVIS
2715,1876.446286,1700.177303,67267,67267,0,0,0,0,0,0,1.004938272,0,158.4276829,92.17183908,0,0,5,1,76,53,15.0136646,11.00546358,707.1630866,546.2678255,2.851464059,2.985070084,15,3,227,211,74,68,1278,1250,1454,1375,85,69,21,11,16,10,1702,1597,105,248,183,65,153,143,490499,49,UTAH
2782,561.3241343,447.705813,72724,72724,0,0,0,0,0,0,0,0,32.32115343,24.70568891,0,0,60,43,265,249,4.002980873,3.000124116,165.9577286,116.7696614,2.812842858,2.538470899,19,3,4,0,3,0,73,40,440,364,83,72,81,56,21,13,525,420,105,59,46,13,1,0,490566,49,UTAH
2954,241.1861743,116.5635075,55528,55528,0,0,0,0,0,0,0,0,53.14973537,34.54898115,0,0,2,0,20,10,40.03643892,39.01452634,1853.449642,1796.469748,2.799772874,2.789549298,8,5,14,14,14,14,18,4,97,29,51,10,37,0,35,0,148,43,105,662,644,18,0,0,490738,49,UTAH
627,465.2358302,347.9427441,60255,60255,305,305,0,0,0,0,0,0,59.21083318,48.93632016,0,0,4,0,29,22,30.02499702,27.00642398,1728.38604,1593.859334,2.476197765,2.471099743,13,7,44,37,13,10,74,58,235,202,119,115,97,33,93,33,376,272,104,698,645,53,31,27,110046,11,DAVIS
2890,2040.549081,1897.024102,63047,63047,0,0,0,0,0,0,0,0,155.5222536,116.9922175,0,0,139,132,81,72,36.02682785,35.03188406,1645.409316,1546.236636,2.765393808,2.656763979,6,2,21,16,20,16,159,135,1152,1083,906,874,676,646,537,514,1849,1745,104,595,582,13,1,0,490674,49,UTAH
1392,211.9081559,103.0261222,77419,77419,0,0,0,0,0,0,0,0,24.90260316,21.02934721,0,0,5,0,1,0,23.00555275,20.99677497,915.7538075,853.4652431,2.944546005,2.902943004,20,5,21,8,1,0,20,10,110,44,69,29,33,9,28,9,164,61,103,311,294,17,20,8,350487,35,SALT LAKE
2572,1383.931558,1275.585792,81410,81410,609,609,0,0,0,0,0,0,74.92112515,70.58525399,0,0,4,0,99,92,14.01043305,13.00053783,622.0135318,603.5472176,2.752272265,2.768565218,32,31,42,35,11,10,89,67,978,900,758,710,275,257,271,257,1295,1192,103,226,218,8,31,25,490356,49,UTAH
3090,300.2398844,87.8957323,69079,69079,0,0,0,0,0,0,0,0,117.2309418,11.89175879,0,0,0,0,5,1,12.00894262,8.00397351,547.5133227,383.2537889,2.75132323,2.948106068,0,0,4,2,0,0,14,8,111,28,92,19,56,38,56,38,171,68,103,199,130,69,4,2,490874,49,UTAH
1580,2229.279193,2125.148968,60975,60975,0,0,0,0,0,0,0,0,123.2754836,122.1458077,0,0,32,30,1862,1828,13.00370931,12.00316053,478.1283989,465.9168949,2.701290389,2.708819156,18,13,82,53,2,0,2,0,1926,1866,44,25,85,72,53,42,2093,1991,102,177,172,5,80,53,350675,35,SALT LAKE
1803,671.6687784,567.0064604,64045,64045,0,0,0,0,0,0,0,0,64.65743151,63.02058694,0,0,16,9,20,13,47.01134693,45.98587348,1488.961801,1461.230055,2.294240063,2.308420309,149,136,28,21,5,3,28,20,432,367,235,198,100,70,84,61,560,458,102,649,633,16,23,18,350898,35,SALT LAKE
1856,655.0179638,544.7372515,76309,76309,0,0,0,0,0,0,0,0,59.00797718,51.74321875,0,0,10,4,26,22,35.00998661,33.99403273,1091.505946,1044.90666,2.288272424,2.237487494,13,7,87,78,9,7,108,74,423,345,276,242,51,36,41,32,561,459,102,477,467,10,78,71,350951,35,SALT LAKE
2701,1830.459419,1726.041145,36579,36579,0,0,0,0,0,0,0,0,85.45941912,83.04114544,0,0,258,242,174,159,0,0,0,0,0,0,103,83,7,4,6,4,69,55,600,540,254,243,1138,1099,880,857,1745,1643,102,0,0,0,1,0,490485,49,UTAH
3033,442.4815397,334.0778654,60746,60746,401,401,13,13,0,0,0,0,45.4666403,42.05327324,0,0,1,1,179,130,36.01489943,33.0245922,1740.356388,1621.437951,2.94975659,2.953438892,35,20,16,11,11,7,51,35,314,222,49,37,31,26,30,25,361,259,102,590,549,41,5,4,490817,49,UTAH
1457,1517.698705,1414.0615,55638,55638,0,0,0,0,0,0,0,0,93.69185672,92.06553637,0,0,51,43,55,49,24.00684796,22.99596332,729.4808529,688.8643583,2.21726703,2.15270112,105,99,381,355,5,4,65,53,731,684,506,483,288,260,237,217,1400,1299,101,329,320,9,376,351,350552,35,SALT LAKE
493,191.2548149,47.92744601,93962,93962,0,0,0,0,0,0,9.033259424,6.017725258,50.20746815,11.92416408,0,0,1,0,24,0,10.01408734,7.98555667,748.5170576,602.1296413,2.692507401,2.652553486,5,0,38,19,6,2,11,0,79,3,39,3,5,0,4,0,122,22,100,278,227,51,32,17,570340,57,WEBER
628,4461.722173,4347.676716,49014,49014,0,0,0,0,0,0,0,0,214.7221731,200.6767158,0,0,0,0,2339,2309,0,0,0,0,0,0,264,252,2,0,0,0,1501,1460,4245,4147,141,126,0,0,0,0,4247,4147,100,0,0,0,2,0,110047,11,DAVIS
1029,1672.845971,1565.137858,42543,42543,0,0,0,0,0,0,0,0,88.84667285,84.13801169,0,0,50,36,375,370,3.999297968,0.999846427,126.2093975,34.26365954,2.427103799,1.803350502,1,0,88,75,88,75,977,940,1442,1369,89,59,50,36,0,0,1580,1480,100,52,19,33,0,0,350124,35,SALT LAKE
1490,134.1916646,29.8322927,73990,73990,0,0,0,0,0,0,0,0,6.191664563,1.832292703,0,0,0,0,1,0,0,0,0,0,0,0,1,0,39,22,28,21,10,0,69,5,57,5,20,1,20,1,128,28,100,0,0,0,11,1,350585,35,SALT LAKE
1539,1434.537819,1331.299248,45123,45123,567,567,0,0,0,0,0,0,102.9047032,100.6914965,1.621263715,1.621263715,1,0,77,67,45.01185198,43.98648767,1303.786855,1252.785828,2.116537102,2.084502209,351,334,18,15,10,9,193,160,1022,941,401,380,245,229,244,229,1285,1185,100,616,601,15,8,6,350634,35,SALT LAKE
2930,1253.275469,1145.47243,65401,65401,0,0,0,0,0,0,0,0,74.26205498,68.46448309,0,0,238,216,49,45,18.01341393,16.00794702,786.3173542,712.6416534,2.63864884,2.659110647,207,194,73,63,11,9,113,92,652,595,283,264,436,403,198,187,1161,1061,100,298,268,30,62,54,490714,49,UTAH
634,15307.63567,15160.18437,49014,49014,0,0,0,0,0,0,0,0,743.6356691,695.1843747,0,0,49,44,12899,12861,0,0,0,0,0,0,246,242,1,0,0,0,857,829,14298,14218,296,286,265,247,216,203,14564,14465,99,0,0,0,1,0,110053,11,DAVIS
763,192.7819253,46.90135799,126801,126801,0,0,0,0,0,0,2.008902077,0.997789241,70.75552531,25.89166823,0,0,0,0,14,0,21.01749792,20.01190051,1619.749362,1504.277979,3.239498724,3.187029617,0,0,40,0,1,0,1,0,39,0,24,0,20,0,20,0,99,0,99,500,472,28,39,0,110182,11,DAVIS
2921,809.198145,707.7010781,45835,45835,0,0,0,0,0,0,0,0,43.18994627,40.70070575,0,0,3,0,132,112,9.008198758,9.000372347,422.334966,387.5418431,2.724741716,2.549617389,27,22,59,51,36,32,506,452,694,607,29,21,4,0,1,0,757,658,99,155,152,3,23,19,490705,49,UTAH
293,400.8201597,286.0684317,75400,75400,0,0,0,0,0,0,3.022255193,2.002949853,42.77677354,28.09075771,0,0,22,5,42,32,15.02113101,13.97472417,1083.202882,1002.365205,2.566831473,2.557054095,10,3,21,15,2,0,9,7,275,208,214,166,44,19,22,14,340,242,98,422,392,30,19,15,570140,57,WEBER
712,517.0985426,400.3276137,76224,76224,523,523,0,0,0,0,6.026706231,5.973529412,46.06600369,28.35479783,0,0,14,10,50,36,7.005832639,5.999286479,440.4475112,382.1319256,2.841596846,2.809793571,289,229,0,0,0,0,48,44,401,318,14,9,57,42,43,32,458,360,98,155,136,19,0,0,110131,11,DAVIS
1358,741.6310734,640.1335538,79849,79849,537,537,0,0,0,0,0,0,65.61880413,63.14645197,0,0,37,23,69,66,43.01226927,41.98710187,1985.749895,1913.496699,3.354307256,3.339435774,6,3,103,85,8,4,7,1,436,382,354,312,94,68,57,45,633,535,98,592,573,19,95,81,350453,35,SALT LAKE
1590,473.2020892,367.8686667,53461,53461,0,0,0,0,0,0,0,0,66.21176429,60.8793727,0,0,2,0,8,7,62.99032492,60.98929402,2045.718593,1955.112071,2.370473457,2.311007177,11,8,22,18,2,1,3,1,241,200,219,184,81,28,79,28,344,246,98,863,846,17,20,17,350685,35,SALT LAKE
1735,424.4583955,317.9051664,102819,102819,781,781,0,0,0,0,2.009987516,1.004993758,55.43561254,50.91552755,0,0,3,0,88,81,53.01279547,49.98464508,1900.579693,1712.719097,2.589345631,2.496675068,25,15,19,8,8,1,30,11,271,193,128,86,24,15,21,15,314,216,98,734,686,48,11,7,350830,35,SALT LAKE
2906,788.5468284,680.7831402,79768,79768,631,631,0,0,0,0,0,0,65.51585535,56.76948242,0,0,25,16,58,51,34.03097308,33.01365781,1544.260599,1482.326896,2.747794661,2.709921199,94,77,7,4,0,0,202,169,454,385,100,88,228,202,203,186,689,591,98,562,547,15,7,4,490690,49,UTAH
3020,1650.035953,1549.068338,56681,56681,0,0,0,0,0,0,0,0,77.03595282,74.06833758,0,0,291,264,192,172,0,0,0,0,0,0,27,23,40,33,32,28,180,168,886,839,487,476,647,603,356,339,1573,1475,98,0,0,0,8,5,490804,49,UTAH
343,406.7919361,303.7859286,37980,37980,0,0,0,0,0,0,0,0,24.78207501,19.79676114,0,0,141,115,13,7,7.009861139,5.989167503,428.6090912,400.8986208,2.304349953,2.264963959,6,5,5,1,4,1,23,17,153,120,111,91,217,157,76,42,375,278,97,186,177,9,1,0,570190,57,WEBER
