TAZID,ALLEMP_Max,ALLEMP_Min,AVGINCOME_Max,AVGINCOME_Min,Enrol_Elem_Max,Enrol_Elem_Min,Enrol_High_Max,Enrol_High_Min,Enrol_Midl_Max,Enrol_Midl_Min,FM_AGRI_Max,FM_AGRI_Min,FM_CONS_Max,FM_CONS_Min,FM_MING_Max,FM_MING_Min,FOOD_Max,FOOD_Min,GVED_Max,GVED_Min,HBJ_Max,HBJ_Min,HHPOP_Max,HHPOP_Min,HHSIZE_Max,HHSIZE_Min,HLTH_Max,HLTH_Min,INDEMP_Max,INDEMP_Min,MANU_Max,MANU_Min,OFFI_Max,OFFI_Min,OTHEMP_Max,OTHEMP_Min,OTHR_Max,OTHR_Min,RETEMP_Max,RETEMP_Min,RETL_Max,RETL_Min,TOTEMP_Max,TOTEMP_Min,TOTEMP_Range,TOTHH_Max,TOTHH_Min,TOTHH_Range,WSLE_Max,WSLE_Min,CO_TAZID,CO_FIPS,CO_NAME
826,1795.7632,1684.22951,64732,64732,0,0,1455,1455,641,641,0,0,136.7298708,123.220231,0,0,26,18,218,204,40.03332937,39.00927909,2191.569538,2133.144545,2.33393987,2.313605798,308,274,6,4,3,3,155,141,1571,1487,890,868,42,31,16,13,1619,1522,97,939,922,17,3,1,110245,11,DAVIS
1246,2199.569271,2101.251594,69745,69745,0,0,0,0,0,0,0,0,113.5692709,112.2515939,0,0,0,0,297,289,0,0,0,0,0,0,0,0,595,570,337,329,320,301,1294,1235,677,645,197,184,197,184,2086,1989,97,0,0,0,258,241,350341,35,SALT LAKE
1885,1899.042991,1800.518764,76955,76955,0,0,0,0,0,0,0,0,131.0290095,129.5338118,0,0,19,13,209,200,49.01398126,48.98495218,1444.14128,1377.781898,2.12061862,2.044186792,94,90,609,579,296,282,360,340,989,942,326,312,121,101,102,88,1719,1622,97,681,674,7,313,297,350980,35,SALT LAKE
1988,2016.108328,1912.617239,78814,78814,0,0,0,0,0,0,0,0,151.0906819,145.601305,0,0,23,18,8,6,67.01764628,66.01593398,2248.861533,2171.888491,2.439112292,2.381456679,22,9,19,4,11,0,233,200,1749,1674,1486,1459,30,23,7,5,1798,1701,97,922,912,10,8,4,351083,35,SALT LAKE
2073,266.2450344,130.755729,86391,86391,0,0,0,0,0,0,0,0,63.23761575,24.76371351,0,0,2,0,4,2,26.00741863,25.99201544,1050.056826,1025.874179,2.892718528,2.91441528,12,3,37,32,0,0,5,1,65,32,44,26,75,16,73,16,177,80,97,363,352,11,37,32,351168,35,SALT LAKE
643,769.1001048,551.1221616,60506,60506,462,462,0,0,0,0,0,0,228.0634425,109.1270373,0,0,15,13,62,50,44.0366623,40.99512427,2546.550003,2328.015914,2.494172383,2.422493147,28,21,1,0,0,0,5,3,291,229,196,155,205,172,190,159,497,401,96,1021,961,60,1,0,110062,11,DAVIS
1107,862.8639768,764.1845064,69745,69745,0,0,0,0,0,0,0,0,43.86397684,41.18450638,0,0,0,0,11,3,0,0,0,0,0,0,0,0,617,580,314,296,4,1,164,142,149,138,38,1,38,1,819,723,96,0,0,0,303,284,350202,35,SALT LAKE
1691,207.7260013,106.8110132,97142,97142,0,0,0,0,0,0,0,0,22.72058003,18.81654095,0,0,1,0,4,3,19.0054213,17.99447223,630.4115013,585.21772,2.387922353,2.398433279,34,11,5,3,1,0,20,3,135,65,77,48,26,2,25,2,166,70,96,264,244,20,4,3,350786,35,SALT LAKE
1759,1031.999528,931.5218406,79444,79444,0,0,0,0,0,0,10.0625,10.04993758,53.93702836,49.47190299,0,0,0,0,119,112,0,0,10.09280179,10.07856154,2.018560358,2.015712308,0,0,298,278,74,67,1,0,623,553,503,441,47,41,47,41,968,872,96,5,5,0,224,211,350854,35,SALT LAKE
2125,120.5369096,18.6781838,114770,114770,0,0,0,0,0,0,0,0,12.53374905,8.68125478,0,0,4,0,1,0,12.00316053,9.996929016,452.0025868,371.1628133,2.67457152,2.689585604,2,0,0,0,0,0,1,0,13,0,9,0,83,0,79,0,96,0,96,169,138,31,0,0,351220,35,SALT LAKE
2527,166.8928052,23.83910995,91670,91670,0,0,0,0,0,0,3.019474498,3.001843884,51.87291695,8.835031247,0,0,0,0,7,0,10.00041372,6.002234822,480.5673497,270.2101641,3.060938533,2.905485635,5,0,2,2,0,0,17,0,95,3,66,3,5,1,5,1,102,6,96,157,93,64,2,2,490311,49,UTAH
3039,647.4356273,547.351557,54799,54799,0,0,0,0,0,0,0,0,45.41558593,42.34112651,0,0,2,2,62,53,22.02004141,21.01043046,1069.579032,1028.54295,2.971052867,2.938694144,22,20,76,66,57,50,20,13,373,314,269,228,131,104,129,102,580,484,96,360,350,10,19,16,490823,49,UTAH
3166,976.8345444,872.3836736,50625,50625,0,0,0,0,0,0,0,0,57.82452374,50.37994888,0,0,42,30,579,565,11.0100207,10.0037247,526.2647317,447.0130139,2.860134411,2.759339592,56,47,6,0,5,0,60,40,849,776,154,124,53,36,11,6,908,812,96,184,162,22,1,0,490950,49,UTAH
2018,770.4742375,669.9474695,95326,95326,0,0,0,0,0,0,0,0,69.46225352,63.96036763,0,0,3,0,69,64,42.01198393,41.98710187,1509.162383,1451.456898,2.588614722,2.528670555,68,43,8,4,2,1,362,336,630,550,131,107,21,10,18,10,659,564,95,583,574,9,6,3,351113,35,SALT LAKE
3430,166.6295468,61.50194244,61056,61056,0,0,0,0,0,0,11.07140649,11.00676091,13.55722937,3.49514016,0,0,0,0,20,0,1.000910973,1.000041372,35.41289483,23.81358782,2.529492488,1.984465652,1,0,27,19,0,0,3,0,83,8,59,8,31,19,31,19,141,46,95,14,12,2,27,19,491214,49,UTAH
241,101.0505391,0.423922501,134880,134880,0,0,0,0,0,0,0,0,5.049734965,0.423922501,0,0,5,0,17,0,2.000804182,0,141.0735582,23.41461989,2.519170683,2.341461989,10,0,3,0,2,0,26,0,86,0,33,0,5,0,0,0,94,0,94,56,10,46,1,0,570088,57,WEBER
332,244.0082114,143.2616056,47967,47967,0,0,0,0,0,0,0,0,32.0009738,27.24228966,0,0,5,0,40,18,18.00723764,16.0193159,1235.319134,1084.442508,2.465706855,2.362619842,8,3,26,4,18,3,28,7,161,96,85,68,7,0,2,0,194,100,94,501,459,42,8,1,570179,57,WEBER
376,439.910349,323.6257974,30591,30591,0,0,0,0,0,0,0,0,40.90189663,19.63482444,0,0,12,7,19,15,6.008452405,4.990972919,357.3461434,285.0579673,1.99634717,1.939169846,12,5,3,1,0,0,34,15,343,262,278,227,47,36,35,29,393,299,94,179,147,32,3,1,570223,57,WEBER
1067,1215.686044,1120.959542,42543,42543,0,0,0,0,0,0,0,0,69.68262049,68.96322715,0,0,405,372,3,2,12.00342398,11.99631482,282.4514401,251.9727373,1.691325989,1.53641913,44,38,10,7,10,7,161,148,631,585,423,397,493,448,88,76,1134,1040,94,167,164,3,0,0,350162,35,SALT LAKE
1326,3841.699181,3745.452378,69745,69745,0,0,0,0,0,0,0,0,200.6991811,198.4523784,0,0,1,0,24,21,0,0,0,0,0,0,89,85,2383,2344,1728,1709,175,165,901,866,613,595,357,337,356,337,3641,3547,94,0,0,0,655,635,350421,35,SALT LAKE
1372,567.0086338,464.2296078,78175,78175,536,536,0,0,0,0,4.025,4.019975031,83.96137797,77.19128454,0,0,7,0,99,76,78.02225588,76.01834822,3135.877619,3044.298496,2.919811563,2.888328744,3,0,92,82,41,34,3,1,261,199,156,122,48,26,41,26,401,307,94,1074,1054,20,51,48,350467,35,SALT LAKE
1428,163.1519732,64.42743543,91680,91680,0,0,0,0,0,0,0,0,8.15197323,3.42743543,0,0,1,0,3,1,0,0,0,0,0,0,0,0,119,52,1,0,13,1,33,8,17,6,3,1,2,1,155,61,94,0,0,0,118,52,350523,35,SALT LAKE
2696,511.464364,408.4323854,80035,80035,0,0,2393,2393,0,0,0,0,62.4215483,54.43048228,0,0,0,0,130,110,47.04281573,46.00190311,2268.534728,2197.135872,2.927141585,2.910113738,25,0,38,24,0,0,39,33,312,242,118,99,52,42,52,42,402,308,94,775,755,20,38,24,490480,49,UTAH
384,1026.953134,929.6907661,49643,49643,0,0,0,0,0,0,0,0,41.95313413,37.69076609,0,0,0,0,71,59,0,0,13.72922879,12.68695862,1.961318398,2.114493104,112,107,562,516,349,320,65,52,407,365,159,147,16,11,16,11,985,892,93,7,6,1,213,196,570231,57,WEBER
436,649.5658672,547.818538,56636,56636,0,0,0,0,0,0,0,0,51.53769249,42.79177203,0,0,40,32,42,36,20.02817468,19.02676595,1332.150545,1230.029946,2.316783557,2.228315119,150,133,2,0,1,0,180,157,519,443,147,117,57,43,17,11,578,486,92,575,552,23,1,0,570283,57,WEBER
1166,1159.245079,1064.599076,27416,27416,0,0,0,0,0,0,0,0,70.24097482,68.60398982,0,0,24,19,179,169,17.00410421,15.99508643,424.5018347,384.2854152,1.861850152,1.746751887,107,100,185,166,0,0,7,4,847,783,554,510,40,31,16,12,1072,980,92,228,220,8,185,166,350261,35,SALT LAKE
2097,307.2557954,210.8736072,78975,78975,0,0,0,0,0,0,0,0,48.24181419,44.88834789,0,0,25,18,5,2,49.01398126,47.98525928,1839.444145,1769.344532,2.709048815,2.6646755,17,5,20,16,0,0,10,1,65,28,33,20,125,74,100,56,210,118,92,679,664,15,20,16,351192,35,SALT LAKE
3019,3879.967324,3780.958927,56681,56681,0,0,0,0,0,0,0,0,184.9673239,177.9589269,0,0,92,88,502,491,0,0,0,0,0,0,329,308,19,14,15,12,2523,2486,3575,3496,221,211,101,93,9,5,3695,3603,92,0,0,0,4,2,490803,49,UTAH
1244,701.1481804,607.3061532,115751,115751,0,0,0,0,0,0,0,0,50.15221711,48.31290933,0,0,187,161,31,28,22.99596332,21.99324384,657.3105218,627.1259035,2.113538655,2.056150503,36,29,16,11,1,0,22,12,403,350,314,281,209,176,22,15,628,537,91,311,305,6,15,11,350339,35,SALT LAKE
1696,329.6365679,233.8444147,63565,63565,0,0,0,0,0,0,0,0,49.62258663,45.85178622,0,0,2,0,1,0,49.01398126,47.99262851,1408.644674,1350.126432,2.068494381,2.042551334,129,107,2,0,1,0,35,6,211,131,46,18,18,9,16,9,231,140,91,681,661,20,1,0,350791,35,SALT LAKE
2569,736.2618545,640.0396874,67297,67297,0,0,0,0,0,0,0,0,47.24818992,43.03447286,0,0,3,0,115,111,15.0136646,14.00521458,666.9907035,658.3508911,2.779127931,2.825540305,158,134,60,48,5,2,90,76,588,525,225,204,26,10,23,10,674,583,91,240,233,7,55,46,490353,49,UTAH
3152,655.3619461,562.3066766,44074,44074,0,0,0,0,0,0,0,0,33.35739119,31.30646972,0,0,31,21,33,27,5.004554865,5.000206859,228.0247046,215.9541203,2.620973616,2.570882385,80,66,2,2,2,2,73,52,508,435,322,290,107,89,76,68,617,526,91,87,84,3,0,0,490936,49,UTAH
531,204.0929,109.5810107,51729,51729,0,0,0,0,0,0,0,0,23.07599522,18.60267573,0,0,22,0,8,5,12.01690481,11.97833501,789.3447249,751.5812952,2.27476866,2.243526254,14,11,1,0,1,0,1,0,35,25,12,9,133,54,111,54,169,79,90,347,335,12,0,0,570378,57,WEBER
1807,716.9618591,623.363822,76203,76203,48,48,40,40,15,15,0,0,59.95215783,56.37426335,0,0,36,25,80,77,34.00970128,33.98955866,1025.464228,990.9938739,2.168000482,2.131169621,66,53,28,21,7,5,193,172,538,486,199,184,57,26,21,1,623,533,90,473,465,8,21,16,350902,35,SALT LAKE
1931,459.5315486,365.6021582,102767,102767,483,483,0,0,0,0,0,0,48.52099135,44.61352085,0,0,4,0,71,56,37.01055727,36.98863736,1364.923848,1340.036864,2.640084812,2.643070739,97,70,3,2,0,0,122,92,337,259,47,41,34,23,30,23,374,284,90,517,507,10,3,2,351026,35,SALT LAKE
2401,191.1023995,44.8067775,79647,79647,0,0,0,0,0,0,2.012982998,1.000614628,66.08805124,21.78976808,0,0,0,0,8,0,33.00136527,22.0163948,1726.719924,1117.877055,3.174117508,3.071090809,0,0,28,0,0,0,0,0,31,0,23,0,31,0,31,0,90,0,90,544,364,180,28,0,490185,49,UTAH
2611,321.0158649,227.3051673,96918,96918,0,0,0,0,0,0,0,0,15.01586492,11.30516731,0,0,0,0,4,1,0,0,19.29076231,11.16354147,2.755823187,1.860590245,0,0,59,51,39,35,28,2,70,30,38,27,177,135,177,135,306,216,90,7,6,1,20,16,490395,49,UTAH
2917,315.1735955,223.4960073,65974,65974,0,0,0,0,0,0,1.006491499,1.000614628,20.15799423,19.49166778,0,0,1,0,32,22,10.00910973,9.003724857,442.4795046,415.8653174,2.800503194,2.700424139,1,0,13,1,2,0,36,9,269,193,200,162,2,0,1,0,284,194,90,158,154,4,11,1,490701,49,UTAH
3176,272.2350694,171.0526933,62215,62215,0,0,0,0,1212,1212,0,0,31.22049383,21.04524297,0,0,2,0,12,8,16.01457557,15.00745033,784.7240506,756.3570892,3.006605558,2.977783816,6,0,25,1,2,0,13,2,174,129,143,119,26,5,24,5,225,135,90,261,254,7,23,1,490960,49,UTAH
3388,1499.13757,1398.748503,105921,105921,0,0,0,0,1194,1194,1.006491499,1.000614628,90.11285864,82.74155668,0,0,27,25,303,280,20.01821946,17.006332,969.08724,802.2002381,2.963569541,2.917091775,85,79,24,18,21,18,36,24,963,910,539,527,401,370,374,345,1388,1298,90,327,275,52,3,0,491172,49,UTAH
446,257.3065808,159.8126769,127550,127550,0,0,0,0,0,0,1.003695492,0,26.2859805,19.79718078,0,0,66,33,1,0,12.01690481,11.01549608,835.9509156,718.959877,2.39527483,2.38857102,92,51,0,0,0,0,6,4,150,95,51,40,68,34,2,1,218,129,89,349,301,48,0,0,570293,57,WEBER
537,961.5177339,794.8633986,54586,54586,487,487,252,252,302,302,0,0,154.4684282,80.91936651,0,0,1,0,227,201,35.0493057,30.9440321,2226.999616,2005.063841,2.242698505,2.288885663,128,119,17,9,2,0,138,125,581,518,88,73,174,156,173,156,772,683,89,993,876,117,15,9,570384,57,WEBER
541,3689.332064,3590.601537,54586,54586,0,0,0,0,0,0,0,0,150.332064,140.6015367,0,0,0,0,1839,1807,0,0,0,0,0,0,0,0,1380,1332,1380,1332,320,311,2159,2118,0,0,0,0,0,0,3539,3450,89,0,0,0,0,0,570388,57,WEBER
881,2431.355516,2335.624055,69182,69182,0,0,0,0,0,0,0,0,115.3555159,108.6240552,0,0,24,22,73,54,0,0,0,0,0,0,8,6,1039,1026,549,544,147,132,1211,1144,983,952,66,57,42,35,2316,2227,89,0,0,0,490,482,110300,11,DAVIS
1542,4862.853602,4770.840922,62849,62849,0,0,0,0,0,0,0,0,268.8476103,265.8473707,0,0,67,60,2455,2441,21.00599197,20.99355093,586.110047,569.2229199,2.021069128,1.99028993,89,76,69,54,15,10,947,923,4416,4353,925,913,88,77,21,17,4573,4484,89,290,286,4,54,44,350637,35,SALT LAKE
2454,144.0406586,51.02145197,91516,91516,0,0,0,0,0,0,0,0,17.02517208,15.01586492,0,0,2,0,11,4,17.01548654,15.00558705,842.9996136,737.0198296,3.110699681,2.996015568,8,0,8,1,1,0,5,1,95,20,71,15,7,0,5,0,110,21,89,271,246,25,7,1,490238,49,UTAH
3365,954.4189616,859.4010543,54104,54104,0,0,0,0,0,0,0,0,56.40927378,51.39658461,0,0,91,74,150,137,13.00968784,12.00446964,669.1313849,589.1818734,3.069410022,2.990770931,7,3,12,10,12,10,22,16,590,529,411,373,283,257,192,183,885,796,89,218,197,21,0,0,491149,49,UTAH
1281,418.1675309,326.8628354,109244,109244,0,0,0,0,0,0,0,0,47.29261182,44.01102108,4.863791147,4.863791147,43,30,11,9,39.01112794,38.98802316,1193.522633,1124.854835,2.193975428,2.098609767,154,119,1,0,1,0,81,57,275,208,29,23,51,31,8,1,327,239,88,544,536,8,0,0,350376,35,SALT LAKE
2279,402.3884601,147.275912,81720,81720,0,0,0,0,0,0,2.012982998,1.004938272,228.337232,77.24788053,0,0,5,0,36,4,77.03824503,62.02309316,3155.865797,2358.983236,2.500686052,2.303694566,1,0,8,0,7,0,14,0,76,7,25,3,11,0,6,0,95,7,88,1262,1024,238,1,0,490063,49,UTAH
2811,1460.714782,1360.56615,76529,76529,0,0,0,0,0,0,0,0,76.71478238,64.56614953,0,0,14,7,57,50,0,0,0,0,0,0,2,1,540,525,450,446,202,184,795,736,534,501,49,35,35,28,1384,1296,88,0,0,0,90,79,490595,49,UTAH
330,327.8522099,229.134834,55023,55023,392,392,0,0,0,0,0,0,41.85220987,31.12759638,0,0,3,0,88,73,19,18.00723764,1344.780934,1292.785042,2.542118967,2.520048815,19,7,20,8,13,3,24,11,189,131,58,40,58,41,55,41,267,180,87,529,513,16,7,5,570177,57,WEBER
362,567.8332405,474.4063141,69985,69985,354,354,0,0,0,0,0,0,41.81492698,35.4297845,0,0,47,36,106,87,13.01831354,12.97652959,844.3387488,784.6215318,2.245581779,2.179504255,1,0,5,1,3,0,115,87,326,265,104,91,182,160,135,124,513,426,87,376,360,16,2,1,570209,57,WEBER
369,1653.686174,1562.398217,31804,31804,0,0,0,0,0,0,0,0,66.68476567,63.39821664,0,0,68,59,49,43,1.001408734,0,98.31998284,5.488539946,2.457999571,1.829513315,27,23,40,33,23,19,206,189,1477,1407,1195,1152,69,59,1,0,1586,1499,87,40,3,37,17,14,570216,57,WEBER
1391,220.4214388,129.1104337,60179,60179,0,0,0,0,0,0,0,0,37.40974017,34.12271768,0,0,1,0,22,13,41.0116986,39.98771607,1795.413687,1729.440188,3.16651444,3.173284749,8,4,0,0,0,0,5,2,59,20,24,1,83,35,82,35,142,55,87,567,545,22,0,0,350486,35,SALT LAKE
1763,1420.221865,1330.534561,81365,81365,0,0,0,0,0,0,1.00625,1.004993758,86.20990868,84.52498021,0,0,44,38,133,126,20.00570664,19.00458706,579.8140093,538.6579851,2.12386084,2.002446041,194,183,6,5,4,3,76,61,937,877,534,507,370,344,326,306,1313,1226,87,273,269,4,2,2,350858,35,SALT LAKE
1779,770.3736884,671.6708793,49551,49551,0,0,0,0,0,0,0,0,96.35419846,85.69329746,0,0,24,20,18,16,74.01948993,72.97758182,2301.147401,2256.95222,2.258240825,2.243491272,43,35,1,0,1,0,78,62,438,391,299,278,161,122,137,102,600,513,87,1019,1006,13,0,0,350874,35,SALT LAKE
2350,230.6870783,24.08648963,81720,81720,0,0,0,0,0,0,5.024691358,3.010169492,117.6441674,10.07590642,0,0,35,0,17,0,20.01821946,10.00041372,945.9204567,471.5805242,2.928546306,2.858063783,1,0,1,0,0,0,18,0,50,1,14,1,37,0,2,0,88,1,87,323,165,158,1,0,490134,49,UTAH
2817,764.4114949,674.5778282,80931,80931,0,0,0,0,0,0,0,0,56.38507665,54.57666979,0,0,108,91,19,15,29.02641822,28.00115841,1457.434583,1448.717499,3.074756504,3.115521504,66,60,182,173,181,173,51,35,308,264,172,154,189,155,81,64,679,592,87,474,465,9,1,0,490601,49,UTAH
521,556.4334047,466.2138358,81022,81022,0,0,0,0,0,0,1.007418398,1,41.40344659,37.24272248,0,0,41,35,24,21,16.02253975,15.97111334,1310.882827,1291.869828,2.831280405,2.858119088,109,102,1,0,1,0,6,4,229,210,90,83,268,202,227,167,498,412,86,463,452,11,0,0,570368,57,WEBER
594,460.1807875,356.3940456,89302,89302,0,0,0,0,0,0,0,0,62.17007704,45.40616828,0,0,1,0,57,52,18.01071046,16.98787735,1182.960057,1102.478308,2.871262275,2.791084324,82,62,50,40,1,1,4,2,224,182,81,66,106,72,105,72,380,294,86,412,395,17,49,39,110013,11,DAVIS
980,308.9476631,204.9678198,38829,38829,0,0,0,0,0,0,0,0,65.93254049,47.98409602,0,0,66,33,9,4,53.01512258,52.98372379,1848.828548,1826.425626,2.515412991,2.519207761,23,19,5,0,5,0,4,2,79,59,43,34,106,45,40,12,190,104,86,735,725,10,0,0,350075,35,SALT LAKE
1007,16532.64695,16437.45445,22017,22017,0,0,0,0,0,0,0,0,871.6469459,862.45445,0,0,12,8,707,686,0,0,0,0,0,0,13790,13754,13,9,0,0,1091,1077,15634,15557,46,40,14,9,2,1,15661,15575,86,0,0,0,13,9,350102,35,SALT LAKE
1052,3431.781395,3342.789331,22017,22017,0,0,0,0,0,0,0,0,179.7813954,176.7893307,0,0,1225,1196,126,118,0,0,0,0,0,0,16,7,1551,1533,9,7,11,7,455,421,302,289,1246,1212,21,16,3252,3166,86,0,0,0,1542,1526,350147,35,SALT LAKE
1379,1523.7903,1432.082247,44924,44924,550,550,0,0,0,0,0,0,108.7786012,104.0945309,0,0,15,11,184,172,41.0116986,39.98771607,1714.721026,1673.961308,3.056543718,3.021590808,66,61,8,5,7,5,213,197,756,702,293,272,610,581,595,570,1374,1288,86,561,554,7,1,0,350474,35,SALT LAKE
1420,909.1788549,818.7994104,68359,68359,0,0,0,0,0,0,0,0,70.16886826,66.80985176,0,0,60,46,13,9,35.00998661,33.98955866,1440.610778,1427.254255,3.001272454,3.011084926,24,19,2,0,1,0,3,1,230,198,190,169,572,520,512,474,804,718,86,480,474,6,1,0,350515,35,SALT LAKE
1791,1157.906382,1070.920276,39291,39291,0,0,0,0,0,0,0,0,58.9063819,57.92027644,0,0,70,53,55,53,0,0,0,0,0,0,0,0,418,389,276,267,130,123,566,533,381,357,115,91,45,38,1099,1013,86,0,0,0,142,122,350886,35,SALT LAKE
2094,1199.126798,1103.173676,127846,127846,0,0,0,0,0,0,0,0,87.11880868,78.17782202,0,0,108,91,131,121,28.00798929,26.99585354,1190.351203,1163.534599,3.067915473,3.08629867,83,68,4,3,3,2,4,1,524,476,306,286,556,519,448,428,1084,998,86,388,377,11,1,1,351189,35,SALT LAKE
2540,163.566613,73.72978772,95907,95907,0,0,0,0,0,0,0,0,19.55021551,16.7290844,0,0,0,0,6,0,18.01639752,17.00070332,965.112855,910.1437199,3.293900529,3.250513285,30,0,19,17,0,0,33,6,96,14,27,8,11,9,11,9,126,40,86,293,280,13,19,17,490324,49,UTAH
2836,873.2146352,775.4433412,62461,62461,0,0,0,0,0,0,0,0,151.108069,140.4374664,0,0,78,73,46,40,143.1065662,142.0058748,6394.642405,6213.382639,2.730419472,2.673572564,21,18,60,49,38,34,27,18,272,230,178,154,247,214,169,141,579,493,86,2342,2324,18,22,15,490620,49,UTAH
2873,422.5163376,328.4525571,64873,64873,0,0,1299,1299,0,0,0,0,41.4926523,34.45152281,0,0,0,0,107,80,26.0236853,25.0010343,1190.456891,1122.711235,2.787955248,2.705328278,28,21,16,11,0,0,5,2,311,240,171,137,28,18,28,18,355,269,86,427,415,12,16,11,490657,49,UTAH
631,9659.34032,9544.710911,49014,49014,0,0,0,0,0,0,0,0,468.3403198,438.7109109,0,0,0,0,7432,7394,0,0,0,0,0,0,0,0,257,247,256,247,1311,1291,8934,8859,191,174,0,0,0,0,9191,9106,85,0,0,0,1,0,110050,11,DAVIS
947,3453.897011,3365.618549,56502,56502,0,0,0,0,0,0,0,0,180.8970106,177.618549,0,0,14,6,876,869,0,0,0,0,0,0,0,0,1183,1146,0,0,11,7,2076,2036,1189,1160,14,6,0,0,3273,3188,85,0,0,0,1183,1146,350042,35,SALT LAKE
1111,160.6148752,71.02687898,32294,32294,0,0,0,0,0,0,0,0,21.6083126,19.02134805,0,0,4,0,27,22,23.00656263,21.00553092,888.9005425,794.754527,2.795284725,2.68498151,1,0,2,0,1,0,10,0,61,23,23,1,53,8,49,8,116,31,85,318,296,22,1,0,350206,35,SALT LAKE
1724,525.8998435,436.4530047,96192,96192,494,494,0,0,0,0,0,0,75.88035356,73.43562218,0,0,58,47,93,86,74.01948993,72.01738253,2903.374569,2800.565507,2.849239027,2.806177863,47,38,62,41,6,2,11,5,210,169,59,40,104,81,46,34,376,291,85,1019,998,21,56,39,350819,35,SALT LAKE
1970,415.7540241,327.9867103,97253,97253,0,0,0,0,0,0,0,0,27.75117074,24.9897813,0,0,7,3,6,3,10.00285332,9.996929016,390.0627559,369.9281255,2.786162542,2.680638591,119,108,33,27,1,0,17,11,319,259,177,137,26,7,19,4,378,293,85,140,138,2,32,27,351065,35,SALT LAKE
2768,568.1132125,480.1209803,29406,29406,0,0,0,0,0,0,0,0,27.11230153,24.12093888,0,0,12,7,33,28,1.000910973,1.000041372,41.46845604,32.58339164,1.802976349,1.416669202,120,109,128,118,124,115,26,8,373,310,194,165,39,27,27,20,540,455,85,23,23,0,4,3,490552,49,UTAH
2907,395.8255521,289.5460422,96732,96732,0,0,2270,2270,0,0,0,0,63.78911315,43.52990114,0,0,0,0,91,78,40.03643892,39.01614105,1822.161702,1752.374362,2.760851063,2.738084941,30,15,7,5,4,3,43,17,274,198,110,88,11,4,11,4,292,207,85,660,640,20,3,2,490691,49,UTAH
1403,1493.479478,1406.957429,91680,91680,0,0,0,0,0,0,0,0,77.47947818,74.95742878,0,0,0,0,365,349,0,0,0,0,0,0,0,0,682,647,1,0,4,2,718,676,349,325,16,9,16,9,1416,1332,84,0,0,0,681,647,350498,35,SALT LAKE
1640,3008.31914,2919.464647,54736,54736,0,0,0,0,0,0,0,0,186.3077268,181.4769311,0,0,4,1,237,231,40.01141327,39.98771607,1319.08836,1292.093975,2.389652826,2.353540939,271,263,14,8,6,2,385,355,2606,2541,1713,1692,162,149,158,148,2782,2698,84,552,549,3,8,6,350735,35,SALT LAKE
1758,455.8065931,367.3551365,72694,72694,676,676,2749,2749,0,0,0,0,42.79803312,39.36022623,0,0,65,27,239,234,30.00855995,28.99491027,1261.041216,1214.700796,3.016845014,3.021643772,5,0,20,12,6,2,7,2,296,260,45,24,67,27,2,0,383,299,84,418,402,16,14,10,350853,35,SALT LAKE
2107,653.1487241,531.1040046,114601,114601,0,0,0,0,0,0,0,0,83.14273218,45.11045363,0,0,6,2,26,22,21.00599197,20.99355093,688.6949362,676.1330568,2.366649265,2.347684225,129,105,2,1,2,1,25,19,377,325,197,179,170,139,164,137,549,465,84,291,288,3,0,0,351202,35,SALT LAKE
2928,486.3574921,397.3977226,38974,38974,0,0,0,0,0,0,0,0,45.3301629,40.39648148,0,0,2,0,6,1,30.02732919,30.00124116,1300.70216,1275.911844,2.627681131,2.593316756,170,137,1,1,0,0,50,34,397,320,171,148,13,6,11,6,411,327,84,495,492,3,1,1,490712,49,UTAH
3350,387.7361964,296.3568507,56620,56620,0,0,0,0,0,0,0,0,33.72162081,26.35618872,0,0,47,38,30,25,16.01457557,16.00066195,813.6596302,783.7147006,3.036043396,3.002738316,23,20,30,27,2,1,34,3,188,129,101,81,120,98,73,60,338,254,84,268,261,7,28,26,491134,49,UTAH
3351,271.8025217,180.5044094,56620,56620,0,0,0,0,0,0,0,0,25.78976808,19.49956728,0,0,12,4,10,5,14.01275362,13.00484211,687.8937751,635.8209663,2.914804132,2.890095301,0,0,6,4,2,0,13,4,161,100,138,91,65,44,53,40,232,148,84,236,220,16,4,4,491135,49,UTAH
893,775.6923809,688.9033183,69182,69182,0,0,0,0,0,0,0,0,36.69238089,32.90331832,0,0,1,0,36,27,0,0,0,0,0,0,32,29,450,406,416,381,60,55,276,243,148,132,13,7,12,7,739,656,83,0,0,0,34,25,110312,11,DAVIS
1815,355.6514623,269.4542967,45967,45967,0,0,0,0,0,0,0,0,47.63961029,45.44174215,0,0,3,0,5,2,45.01185198,44.0125546,1330.026524,1263.403156,2.128042438,2.081389055,0,0,106,75,76,60,17,11,134,89,112,76,23,16,20,16,263,180,83,625,607,18,30,15,350910,35,SALT LAKE
405,1311.255608,1225.390692,49643,49643,0,0,0,0,0,0,0,0,53.25560825,49.39069241,0,0,1,0,173,156,0,0,19.68833659,16.91594483,1.968833659,2.114493104,0,0,420,395,143,136,80,74,783,736,530,506,55,45,54,45,1258,1176,82,10,8,2,277,259,570252,57,WEBER
